1 1:272.47736 2:-9.057689 3:7.734958 4:1.4591453 5:0.4172137 6:-0.22336279 7:2.4645174 8:-0.93705404 9:1.0202762 10:-1.098915 11:1.650206 12:-2.316814 13:1.7690188 14:272.47736 15:-9.057689 16:7.734958 17:1.4591453 18:0.4172137 19:-0.22336279 20:2.4645174 21:-0.93705404 22:1.0202762 23:-1.098915 24:1.650206 25:-2.316814 26:1.7690188 
1 1:365.7763 2:17.151718 3:3.1531212 4:0.85161173 5:9.477729 6:-1.4105798 7:5.6854334 8:-4.191451 9:9.758513 10:-1.5682423 11:5.6042013 12:-6.902619 13:2.421259 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:368.7217 2:25.450457 3:5.498336 4:-3.775463 5:7.4755206 6:0.95009214 7:5.906005 8:-8.660421 9:10.302079 10:-0.89847594 11:5.605399 12:-8.023216 13:2.4621596 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:364.6394 2:24.48536 3:5.728969 4:-3.0706844 5:8.03093 6:2.4128442 7:4.456503 8:-11.959226 9:9.095886 10:-2.2882586 11:4.7768817 12:-6.234309 13:2.7227337 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:364.63977 2:25.075594 3:6.0728316 4:-2.5092225 5:9.946757 6:1.6774604 7:2.7639542 8:-11.881649 9:7.6546836 10:-3.6065903 11:5.181655 12:-5.962758 13:3.7037618 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:369.5091 2:19.224186 3:8.327132 4:-0.46034655 5:10.174861 6:-0.35817325 7:3.1259384 8:-11.123882 9:5.4065228 10:-2.748194 11:4.042585 12:-5.020848 13:4.2324796 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:363.1159 2:23.438486 3:5.0430636 4:1.0653082 5:10.675256 6:0.22687729 7:4.042251 8:-13.892906 9:5.8464 10:-3.276817 11:3.2438104 12:-6.130827 13:4.9970813 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:364.87015 2:22.477034 3:5.369761 4:0.9761844 5:9.807918 6:1.058592 7:2.95305 8:-13.903717 9:6.280987 10:-3.5884345 11:3.5305362 12:-6.586102 13:4.8028493 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:365.86377 2:21.568008 3:7.660685 4:-0.1211813 5:9.379543 6:0.52248365 7:3.562826 8:-13.708648 9:5.8355584 10:-3.7203746 11:3.0226178 12:-6.118631 13:4.054394 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:367.2006 2:25.139904 3:6.033265 4:0.2569974 5:10.240998 6:0.288668 7:3.3575954 8:-14.441024 9:6.3265862 10:-4.2443824 11:2.9512641 12:-6.601219 13:4.3167458 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:367.13013 2:24.483545 3:7.038403 4:0.031871498 5:9.075026 6:-0.29208133 7:3.6067731 8:-14.274282 9:5.914137 10:-3.3640926 11:2.979291 12:-6.3172264 13:5.5286703 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:365.1572 2:25.44095 3:7.286616 4:-1.0847179 5:7.500833 6:-0.7479745 7:3.846079 8:-13.729941 9:6.4753323 10:-1.6682659 11:2.7381575 12:-6.398331 13:5.3285356 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:363.40146 2:24.711124 3:7.834848 4:-2.2227263 5:6.37854 6:-1.3576359 7:4.2245746 8:-12.266615 9:7.5196133 10:-1.5944681 11:3.3022013 12:-6.704634 13:4.1120105 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:350.21463 2:21.855017 3:10.571017 4:-1.7660302 5:5.0074434 6:-0.6150349 7:3.9134703 8:-10.642923 9:7.6659703 10:-0.7580842 11:3.7149987 12:-6.2673345 13:2.2819026 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:342.7779 2:22.504875 3:13.842606 4:-2.394053 5:4.4820557 6:-0.26390415 7:5.7066913 8:-9.488284 9:6.58632 10:-0.3553287 11:5.282477 12:-6.999338 13:0.64781547 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:328.59174 2:18.6213 3:20.259731 4:0.13991117 5:1.7797445 6:-0.28551748 7:6.0471797 8:-7.2972603 9:7.221999 10:-0.932135 11:4.9147267 12:-4.814687 13:1.3550861 14:98.8195 15:4.820746 16:4.7660494 17:-0.2947102 18:0.51484996 19:0.06071659 20:1.8573219 21:-2.016676 22:1.695942 23:-0.4646933 24:0.969252 25:-1.5140532 26:0.5765698 
1 1:316.77527 2:13.560409 3:19.082026 4:2.853747 5:1.678437 6:1.1012504 7:6.520164 8:-5.062578 9:6.1005917 10:-2.2392454 11:3.2753797 12:-4.745666 13:2.4774778 14:316.77527 15:13.560409 16:19.082026 17:2.853747 18:1.678437 19:1.1012504 20:6.520164 21:-5.062578 22:6.1005917 23:-2.2392454 24:3.2753797 25:-4.745666 26:2.4774778 
1 1:323.92157 2:13.464787 3:17.00549 4:-2.2620647 5:-0.26820627 6:0.20320201 7:7.106439 8:-5.279083 9:4.3668056 10:-1.79858 11:2.561437 12:-4.255974 13:1.7628407 14:323.92157 15:13.464787 16:17.00549 17:-2.2620647 18:-0.26820627 19:0.20320201 20:7.106439 21:-5.279083 22:4.3668056 23:-1.79858 24:2.561437 25:-4.255974 26:1.7628407 
